"Identifier","Context","Source string","Translation"
"CAAM027PH","Phoebe","Did you say Heavy Taters? Cuz that's what I heard.","Що ти сказав? Калькулятори? Бо я так почула."
"CAAM028QU","Quentin","Levitators!","Левітатори!"
"CAAM029PH","Phoebe","Firestarters!","Вогнепали!"
"CAAT001MF","Maloof","Thanks. I thought I was stuck in there forever.","Дякую. Я вже думав, що залишусь тут до кінця своїх днів."
"CAAT002RA","Raz","What is this thing?","Що це таке?"
"CAAT003MF","Maloof","It's a GPC, a Geodesic Psychoisolation Chamber.","Це ГПК. Геодезична психоізоляційна камера."
"CAAT004RA","Raz","Oh, man, cool!","Йой, круто!"
"CAAT005MF","Maloof","Cool? Do you have any idea what this does?","Круто? Ти хоч знаєш, що вона робить?"
"CAAT006RA","Raz","Something cool?","Щось круте?"
"CAAT007MF","Maloof","Uh, no. It's a sixth-sensory deprivation tank. A hermetically sealed metaphysical hotbox.","Е-е, ні. Це герметично запечатана тюрма, що позбавляє нас шостого чуття."
"CAAT008MF","Maloof","It's solitary confinement for psychics.","Як одиночка, тільки для екстрасенсів."
"CAAT009RA","Raz","Naaaasty. And the Coach locked you inside it?","Жахіття. Це тебе тренер у ній замкнув?"
"CAAT010MF","Maloof","Nah. The staff hasn't put any kids in the GPC since the 50's.","Нє. Персонал не саджав дітей у ГПК з п'ятидесятих."
"CAAT011MF","Maloof","Bobby threw me in here.","Боббі мене закинув у неї."
"CAAT012MH","Mikhail","Bully and dwarf accomplice should assault own size or larger only.","Хулігану та його товаришу-коротуну слід шукати суперників за розміром."
"CAAT013MH","Mikhail","While in cooler, perhaps noticed gigantic bear with skin where hair should be?","Коли ти сидів там, не бачив часом велетенського ведмедя зі шкірою замість шерсті?"
"CAAT014MF","Maloof","I didn't see anything in there. That's the whole point.","Нічого не бачив. У цьому й сенс."
"CAAT015MH","Mikhail","Ah, just so. Empty now.","Ех, шкода, звісно."
"CAAT016MH","Mikhail","Good luck, small ones.","Ну, щасти, малі."
"CAAT017MF","Maloof","Hey, wait!","Зачекай!"
"CAAU018MH","Mikhail","You. New boy. Seen bear lurking in woods?","Ти. Новачку. Бачив десь ведмедя в лісі?"
"CAAU019RA","Raz","Nope.","Ні."
"CAAU020MH","Mikhail","Positive? Giant, hairless bear?","Певен? Здорового такого, лисого ведмедя?"
"CAAU021RA","Raz","Ehm, nope.","Е-е, нє."
"CAAU022MH","Mikhail","In Russia, bears much smaller.","У Росії ведмеді набагато менші."
"CAAU023MH","Mikhail","Also more hair. Less lurking. Always eager to wrestle.","Але більш волохаті. І не ховаються. Завжди лізуть битися."
"CAAU024MH","Mikhail","This one hide and run.","А цей одразу драпає."
"CAAU025RA","Raz","I'll let you know if I see anything.","Дам тобі знати, якщо щось побачу."
"CAAU026MH","Mikhail","Cannot lurk forever, bear.","Від мене не сховаєшся, ведмедю."
"CAAV001KI","Kitty","Okay, you can pass.","Добре, проходь."
"CAAV002KI","Kitty","Didn't we tell you not to come back until you found an arrowhead?","Хіба ми не казали тобі не повертатися без наконечника?"
"CAAV003FA","Franke","No passing!","Сюди не пускаємо!"
"CAAV004RA","Raz","But I need to get to class.","Але мені треба на урок."
"CAAV005FA","Franke","Maybe you should have thought of that before.","Чого ж ти раніше про це не подумав?"
"CAAV006RA","Raz","I did think of that before. That's why I'm here now.","Я і подумав раніше. Саме тому я тут."
"CAAV007KI","Kitty","Exactly. Now you gotta pay the toll.","Але натрапив на нашу митницю, тому плати."
"CAAV008FA","Franke","One arrowhead.","Один наконечник."
"CAAV009KI","Kitty","PAY UP!","У СКРАБНИЦЮ!"
"CAAV010RA","Raz","I found this thing. Is that what you're talking about?","Я знайшов цю штуку. Ви її маєте на увазі?"
"CAAV011KI","Kitty","Yup, that's an arrowhead.","Ага, це наконечник."
"CAAV012RA","Raz","How'd they get here?","Звідки вони тут?"
"CAAV013RA","Raz","Arrowhead? What's that? Where do I get one?","Наконечник? Що це? Де мені його дістати?"
"CAAV014KI","Kitty","Franke, the new kid can't be this dumb, right?","Френкі, невже цей новачок такий тупий?"
"CAAV015FA","Franke","The camp's built on an Indian burial ground and--","Табір побудований на індіанському місці поховання, тому..."
"CAAV016RA","Raz","Oh my gosh, Indians buried their dead here?","Господи, індіанці ховали тут своїй мерців?"
"CAAV017FA","Franke","EWWWWWWWWWWWWWW!","ФУ-У-У-У-У-У-У-У-У-У-У-У-У-У!"
"CAAV018FA","Franke","I hope not. No, stupid, they buried their arrowheads here.","Сподіваюсь, ні. Ні, бовдуре, вони ховали тут наконечники стріл."
"CAAV020KI","Kitty","Anyway, lemme have one of yours.","Коротше, віддавай мені свій."
"CAAV021KI","Kitty","Don't come back 'til you find one.","Без наконечника не повертайся."
"CAAV200FA","Franke","Just like Coach Oleander.","Прям як тренер Олеандр."
"CAAV202FA","Franke","Like truffles.","Як трюфелі."
"CAAV204KI","Kitty","EWWWWWWWWWWW","ФУ-У-У-У-У-У-У-У-У-У-У"
"CAAV206KI","Kitty","They're hidden underground, but they let out a little gas once in a while.","Вони поховані під землею, але час від часу випускають гази."
"CAAV208KI","Kitty","So if you see any of that stuff, just pull them right out.","Тому коли бачиш їх, одразу витягуй."
"CAAV210RA","Raz","I found one!","Я знайшов його!"
"CAAV212RA","Raz","Hey, I really need to get by...","Слухайте, мені дійсно треба пройти..."
"CAAX040CP","Chops","So you're dating Elka now. Does that mean we won't hang out as much?","То ти зустрічаєшся з Елкою. Це виходить, ми тепер менше гулятимемо?"
"CAAX041JT","J.T.","Shoot, I reckon things t'aint gonna change one bit. Doggone it, pardner, no woman's never gonna--","Та не бійся, приятелю, нічо ні на гран не зміниться. Даю свою голову на відсіч, що жодна жінка ніколи..."
"CAAX042EL","Elka","HEY! You're gonna make my boyfriend late for class.","ГЕЙ! Через тебе мій хлопець запізниться на урок."
