identifier,labels,context,source,translation
CAAD001EL,CAAD,Elka,I saw Nils peeking into a hole in the girls' cabin.,
CAAD002DO,CAAD,Dogen,I'm hiding!,
CAAD003EL,CAAD,Elka,"And I thought, ""Oh Nils, when will you peek into the hole in my heart?""",
CAAD004EL,CAAD,Elka,Because you'd just see yourself staring back.,
CAAD005DO,CAAD,Dogen,Uh huh. What?,
CAAD006EL,CAAD,Elka,"I mean, he'd see my new boyfriend James staring back. And he'd be furious at Nils.",
CAAD007DO,CAAD,Dogen,Who's Nils?,
CAAD008EL,CAAD,Elka,"Exactly. And, anyway, there wouldn't even be a hole, because James fills my heart 'til sometimes I think it's gonna explode.",
CAAD009DO,CAAD,Dogen,"One time, I made someone's head explode.",
CAAD010EL,CAAD,Elka,"Okay, maybe there's still a little hole.",
CAAD011DO,CAAD,Dogen,"Actually, it happened four times.",
CAAD012EL,CAAD,Elka,"But James and I have each other now, and Nils is just gonna have to deal with it.",
CAAD013DO,CAAD,Dogen,Now they make me wear this special hat so I don't have any more accidents.,
CAAD014EL,CAAD,Elka,Are you even listening to me Dogen?,
CAAD015DO,CAAD,Dogen,I hope so.,
CAAG001EF,CAAG,Elton,What?,
CAAG002EF,CAAG,Elton,What's that?,
CAAG003EF,CAAG,Elton,I can barely hear you.,
CAAG004EF,CAAG,Elton,But... that doesn't make any sense...,
CAAG005EF,CAAG,Elton,What are you talking about?,
CAAG006EF,CAAG,Elton,That's crazy.,
CAAG007EF,CAAG,Elton,No fish is that big.,
CAAG008EF,CAAG,Elton,No regular fish anyway.,
CAAG009EF,CAAG,Elton,"Hey, did it have enormous, glowing eyes by any chance?",
CAAG010EF,CAAG,Elton,And did it have a prehensile lure that it uses to attract and snare its prey?,
CAAG011EF,CAAG,Elton,How about flipper claws? Did it have any flipper claws?,
CAAG013EF,CAAG,Elton,Yes...,
CAAG014EF,CAAG,Elton,"Yes, I know it's murky down there.",
CAAG015EF,CAAG,Elton,"Uh, I know.",
CAAG016EF,CAAG,Elton,I'm just asking...,
CAAG017EF,CAAG,Elton,I'm just trying to find out...,
CAAG018EF,CAAG,Elton,Look who is this?,
CAAG019EF,CAAG,Elton,I'm trying to talk to that first guy.,
CAAG020EF,CAAG,Elton,Where'd that other guy go?,
CAAG021EF,CAAG,Elton,Ghost town? There's no ghost town around here.,
CAAG022EF,CAAG,Elton,What are you guys talking about?,
CAAG023EF,CAAG,Elton,"Hey, shut up. She's not my girlfriend!",
CAAG024EF,CAAG,Elton,"No, we're just good friends.",
CAAG025EF,CAAG,Elton,"I mean if something were to happen later... oh, you know... whatever.",
CAAG026EF,CAAG,Elton,Shut up! You fish are gross!,
CAAG027EF,CAAG,Elton,"That's not even technically accurate because humans don't, ""spawn.""",
CAAG028EF,CAAG,Elton,Ick.,
CAAG029EF,CAAG,Elton,Can we get back to that weird monster fish please?,
CAAG030EF,CAAG,Elton,Uh huh.,
CAAG031EF,CAAG,Elton,Hmmm.,
CAAG032EF,CAAG,Elton,I see.,
CAAG033EF,CAAG,Elton,Whoa.,
CAAG034EF,CAAG,Elton,Really?,
CAAG035EF,CAAG,Elton,You're kidding me.,
CAAG036EF,CAAG,Elton,Tell me everything.,
CAAG037EF,CAAG,Elton,What else?,
CAAG038EF,CAAG,Elton,Man.,
CAAG039EF,CAAG,Elton,"Holy mackerel! Oh, sorry. Not you.",
CAAH040EF,CAAH,Elton,Shhhh! I'm trying to hear them talk!,
CAAQ001RA,CAAQ,Raz,Hey are you psychic fishing? I've read about that...,
CAAQ002EF,CAAQ,Elton,"Oh, I could never fish. That would be terrible!",
CAAQ003EF,CAAQ,Elton,"Regular people can be mean to fish, I guess.",
CAAQ004EF,CAAQ,Elton,But I can't.,
CAAQ005EF,CAAQ,Elton,I can hear everything the little guys are thinking!,
CAAQ006RA,CAAQ,Raz,Fish think? About what?,
CAAQ007EF,CAAQ,Elton,"Well, normally, not much. But today they're all kinda freaked.",
CAAQ008EF,CAAQ,Elton,They're scared of somethin' in the lake.,
CAAQ009RA,CAAQ,Raz,"Me too, now that I know it's full of freaked-out, thinking fish.",
CAAQ010EF,CAAQ,Elton,"There's something big and scary out there, Raz.",
CAAQ011EF,CAAQ,Elton,I wonder... could the old legends be true?,
CABA057VE,CABA,Vernon,"Okay. I'm gonna close my eyes, right? And then I'm gonna start to count to a hundred. Ok? And then you guys hide. Everybody got it?",
CABA058EL,CABA,Elka,"It's hide-and-seek, Vernon, not hide-and-calculus. We've all got it.",
CABA059DO,CABA,Dogen,I got it. You start counting and then I go hide in that bush.,
CABA060VE,CABA,Vernon,Great! One...,
CABA061EL,CABA,Elka,"Milka, you're a genius. Come on, Dogen.",
CABA062VE,CABA,Vernon,Hold on! This reminds me of a story. It's about counting. Hello?,
CABA063VE,CABA,Vernon,"Man, you guys are good.",
CABC001LI,CABC,Lili,Look at those two. Who'd even want a stupid friendship bracelet?,
CABC002RA,CABC,Raz,I don't know. I wouldn't mind one.,
CABC003LI,CABC,Lili,"Yeah, well... that's... stupid!",
CABI023RA,CABI,Raz,"Hey Maloof.  Um, you want some help getting that off your head?",
CABI024MF,CABI,Maloof,"If I take it off, Bobby might just put something worse on it. Like a dirtier pair of underpants or an animal with teeth.",
CABI025MF,CABI,Maloof,I'm just gonna wait here until camp's over and my pop comes back to pick me up.,
CABI026RA,CABI,Raz,"Come on, things can't be that bad.  So you've got a jockstrap on your--",
CABI027MH,CABI,Mikhail,"Fish tied to head. Very clever. Bear investigates, gets wrestled! Will wait in case bear wins.",
CABI028MF,CABI,Maloof,"If any bears show up, feel free to cut right in. Anyway, it is that bad.  First Bobby and Benny locked me in the girls' shower, then they wouldn't let me out of the toilet, now they won't let me in any of the toilets. And in between, there was a lot of punching.",
CABI029BZ,CABI,Bobby,"No, then we locked you in the GPC.",
CABI030MH,CABI,Mikhail,"Maloof forfeits place in bear wrestling line. As repayment for courtesy, bullying now forbidden. All bullies acknowledge, please.",
CABI031BZ,CABI,Bobby,"Get bent, commie. I'm gonna take your--",
CABI032MH,CABI,Mikhail,"Call next move ""Deadly Nelson.""  When screaming starts, eyeball may pop out of bully head. Standing back suggested.",
CABI033BZ,CABI,Bobby,Okay! I won't touch him. Jeez.,
CABJ034CF,CABJ,Crystal,"Hey, it's the king of the obstacle course!",
CABJ035CM,CABJ,Clem,"Hey, Raz! You're awesome! You must be a Psychonaut by now!",
CABJ036CF,CABJ,Crystal,Yeah! Or even a Double Psychonaut!,
CABJ037RA,CABJ,Raz,Ha! Oh no. Not yet. But soon!,
CABJ038RA,CABJ,Raz,Wow. Those two are so nice!,
CABK039RA,CABK,Raz,"Hey, what are you guys doing up here?",
CABK040CF,CABK,Crystal,Uh...,
CABK041CM,CABK,Clem,Writing cheers!,
CABK042CF,CABK,Crystal,Oh yeah! Writing cheers! Wanna hear one?,
CABK043RA,CABK,Raz,"Uh, okay!",
CABK044RA,CABK,Raz,I would but I'm late for something somewhere.,
CABK045CM,CABK,Clem,Probably some super important psychic adventure huh?,
CABK046CF,CABK,Crystal,Go get 'em Raz!,
CABK047CM,CABK,Clem,You're the boss!,
CABK048CF,CABK,Crystal,The SUPER boss!,
CABK049CM,CABK,Clem,Ready? Okay!,
CABK050CM,CABK,Clem,When I grow up...,
CABK051CF,CABK,Crystal,Hey what you gonna be?,
CABK052CM,CABK,Clem,"I'm gonna be the best, just like my main homey.",
CABK053CF,CABK,Crystal,"And when you say homey, whose horn might you be tootin'?",
CABK054CM,CABK,Clem,The mind-reading psycho-thrilla!,
CABK055CF,CABK,Crystal,Oh you must mean Razputin!,
CABK056CM,CABK,Clem,Yeah! Woo! Go Raz! Woo-hoo!,
CABK200CF,CABK,Crystal,Yeah Raz! WOO-HOO!,
CABL057RA,CABL,Raz,How 'bout another cheer?,
CABL058CF,CABL,Crystal,Okay! You start Clem!,
CABL059CM,CABL,Clem,You know Raz is the coolest.,
CABL060CF,CABL,Crystal,The master psychic duelist!,
CABL061CM,CABL,Clem,Bad guys try to snuff him!,
CABL062CF,CABL,Crystal,So he beats 'em like a puffin!,
CABL063CM,CABL,Clem,YEAH RAZ! WOO-HOO!,
CABL064CF,CABL,Crystal,Oh god. That's so bad. I'm sorry. Puffin? What was I thinking??,
CABL065CM,CABL,Clem,"Hey, hey, Crystal. It's okay!",
CABL066CF,CABL,Crystal,"No, I'm so stupid! So stupid! Waaa!",
CABL067CM,CABL,Clem,"I think that's all the cheers for now, okay Raz?",
CABL068RA,CABL,Raz,"Yeah, hey, sorry.",
CABM069RA,CABM,Raz,I don't think I want any more cheers.,
CABN001PH,CABN,Phoebe,"Hey, why are you stopping?",
CABN002QU,CABN,Quentin,"Oh, I thought you stopped.",
CABN003PH,CABN,Phoebe,"No, no, no, no let's go!",
CABO004PH,CABO,Phoebe,"Sorry, sorry, sorry. My bad.",
CABO005QU,CABO,Quentin,"Not to worry, my bro. Let's just pick it up from the part where I do that thing.",
CABP006QU,CABP,Quentin,Do over.,
CABP007PH,CABP,Phoebe,"Two, three, four!",
CABQ008QU,CABQ,Quentin,"Hey, Phoebe. Can I ask you a question?",
CABQ009PH,CABQ,Phoebe,What?,
CABQ010QU,CABQ,Quentin,Have you ever had a weird nightmare about a bathtub?,
CABQ011PH,CABQ,Phoebe,Is this a joke set up?,
CABQ012QU,CABQ,Quentin,Uh... never mind. Forget I said anything.,
CABQ013PH,CABQ,Phoebe,"Good, cuz if you tell one more drummer joke I'll plant this stick in your eye.",
CABR014QU,CABR,Quentin,"Yeah, baby!",
CABR015PH,CABR,Phoebe,Ung!,
CABR016QU,CABR,Quentin,Ask not for who the cowbell ROCKS.,
CABR017PH,CABR,Phoebe,The cowbell rocks for thee!,
CABS018PH,CABS,Phoebe,"Wait. Oh. Wait, wait, wait. Stop.",
CABS019QU,CABS,Quentin,"Oh, man. Is it me? Am I off again?",
CABS020PH,CABS,Phoebe,No. Foot cramp. Ow. Hold on.,
CABS021PH,CABS,Phoebe,"Uhh, okay, let's go.",
CABT022QU,CABT,Quentin,You know what?,
CABT023PH,CABT,Phoebe,You hated that part?,
CABT024QU,CABT,Quentin,"Hmm, it's like you're reading my mind.",
CABT025QU,CABT,Quentin,"Hey, you're not are you you're not supposed to--",
CABT026PH,CABT,Phoebe,Relax! There's nothing in there I don't already know.,
CABU027QU,CABU,Quentin,Whoa. That was good.,
CABU028PH,CABU,Phoebe,It's like we're the best band ever.,
CABU029QU,CABU,Quentin,I think it's actually quite likely. I feel bad for other bands.,
CABU030PH,CABU,Phoebe,I know! We're hot! Let's do that again!,
CABV031QU,CABV,Quentin,"Hey, how can you tell there's a drummer at the door?",
CABV032PH,CABV,Phoebe,I dunno. How?,
CABV033QU,CABV,Quentin,The knocking speeds up.,
CABV034PH,CABV,Phoebe,"Oh shut up. I did that on purpose. It's a jazz thing, duh.",
CABV035QU,CABV,Quentin,Uh-huh.,
CABW036PH,CABW,Phoebe,"Hmm. No, that's still wrong.",
CABW037QU,CABW,Quentin,"Okay, let's do it like we did before lunch.",
CABW038PH,CABW,Phoebe,K.,
CABX039QU,CABX,Quentin,"Okay, that was the worst ever.",
CABX040PH,CABX,Phoebe,"God, why do we suck so bad?",
CABX041QU,CABX,Quentin,Hm.,
CABX042QU,CABX,Quentin,"Well wait. Maybe we're really GOOD, but we're playing in a genre of music that hasn't been invented yet, so it just sounds wrong.",
CABX043PH,CABX,Phoebe,Whoa. We're so ahead of our time.,
CABX044QU,CABX,Quentin,Yeah...,
CABX045PH,CABX,Phoebe,All right then!,
CABY046PH,CABY,Phoebe,Aahhhhhh! I suck!,
CABY048PH,CABY,Phoebe,I messed up.,
CABY049QU,CABY,Quentin,"No, no, it sounded good, it sounded... true, you know?",
CABY050PH,CABY,Phoebe,"Don't patronize me, Hedgemouse.",
CABY051QU,CABY,Quentin,"You gotta get back on that horse, Phoebe.",
CABY052QU,CABY,Quentin,"You get back on that horse and hit it, and kick it, and bash it, and ring its bell!",
CABY053PH,CABY,Phoebe,That's not how you treat horses!,
CABY054QU,CABY,Quentin,Well which are you? A drummer? Or a horse lover?,
CABY055PH,CABY,Phoebe,Forget it! Let's play again! Anything beats talking to you!,
CABZ056PH,CABZ,Phoebe,"Hey, Q? Uh, that last part?",
CABZ057QU,CABZ,Quentin,Yeah?,
CABZ058PH,CABZ,Phoebe,"Well, the thing is, see... my dog can scratch better than that.",
CABZ059QU,CABZ,Quentin,"Okay, first of all, the last time I heard that joke, I fell off my grandma's solar-powered dinosaur, and broke my metric buggy whip.",
CABZ060QU,CABZ,Quentin,"Second of all, you know my dog died this winter so it's not nice of you to make fun of it.",
CABZ061PH,CABZ,Phoebe,I said MY dog.,
CABZ062QU,CABZ,Quentin,"Oh, so your dog's better than my dog?",
CABZ063PH,CABZ,Phoebe,"No, I--what?",
CABZ064QU,CABZ,Quentin,That's it! I quit the band!,
CABZ065PH,CABZ,Phoebe,What!?!?,
CABZ066QU,CABZ,Quentin,"Come on. Let's play ""band fight."" Just for a bit?",
CABZ067PH,CABZ,Phoebe,"Oh, not that again. No!",
CACA068QU,CACA,Quentin,"Hey, do you think Kitty likes me?",
CACA069PH,CACA,Phoebe,"Quentin, EVERBODY likes you. Can we just play?",
CACA070QU,CACA,Quentin,"No, I mean LIKES me, likes me. In the way that you like... burning stuff.",
CACA071PH,CACA,Phoebe,"Hey, that's an unhealthy compulsion. I can't help myself with that!",
CACA072QU,CACA,Quentin,"Yeah, that's what I mean. Do you think she has an unhealthy compulsion about me?",
CACA073PH,CACA,Phoebe,No. Can we play?,
CACA074QU,CACA,Quentin,"Okay, well think about it. I'm going to ask you again later.",
CACB075QU,CACB,Quentin,"Well, I think we nailed it. Wanna lay off for the day?",
CACB076PH,CACB,Phoebe,Sure... if you think it's ready to play in front of people.,
CACB077PH,CACB,Phoebe,"Like, uh Kitty, for example?",
CACB078QU,CACB,Quentin,"Okay, one more time!",
CACC079PH,CACC,Phoebe,"Okay, wait, wait, wait. I have to ask now because this has been bugging me for a while.",
CACC080QU,CACC,Quentin,"Shoot, bro.",
CACC081PH,CACC,Phoebe,Kitty? Really Quentin?,
CACC082QU,CACC,Quentin,Yeah.,
CACC083PH,CACC,Phoebe,Kitty Bubai?,
CACC085PH,CACC,Phoebe,"I mean, she's cool and all, but I didn't think that was your type.",
CACC086QU,CACC,Quentin,"Well, I mean, I guess I feel ya on that one? But I can't explain it.",
CACC087QU,CACC,Quentin,It's like she has some sort of spell over me.,
CACC088PH,CACC,Phoebe,Uh-oh.,
CACD089PH,CACD,Phoebe,Hey! I like that!,
CACD090QU,CACD,Quentin,Dang. That was an accident.,
CACD091PH,CACD,Phoebe,Oh.,
CACD092QU,CACD,Quentin,Hang on. Let me see if I can do it again.,
CACE093QU,CACE,Quentin,"Wait, are you off key?",
CACE094PH,CACE,Phoebe,"Quentin, they're drums.",
CACE095QU,CACE,Quentin,Hm. Maybe it's me then. How do you tune these things?,
CACF097QU,CACF,Quentin,"Dude, that was so dope what you did just then.",
CACF098PH,CACF,Phoebe,Don't stop! I'm on a roll!,
CACG099PH,CACG,Phoebe,DRUM SOLO!!!,
CACG100QU,CACG,Quentin,Yeah! You go girl!,
CACH101PH,CACH,Phoebe,"Take it, Hedgemouse!",
CACH102QU,CACH,Quentin,Heh!,
CACH103PH,CACH,Phoebe,Woooo-hoooo!,
CACI104QU,CACI,Quentin,"Oh, you know what would be good?",
CACI106QU,CACI,Quentin,Like if we stopped right there--,
CACI107PH,CACI,Phoebe,Like we just did?,
CACI108QU,CACI,Quentin,"Yeah, but if right when we stopped I went, ""Woo-hoo!""",
CACI109QU,CACI,Quentin,Like that.,
CACI110QU,CACI,Quentin,Woo-hoo!,
CACI111QU,CACI,Quentin,You know like Woo-hoo!,
CACI112PH,CACI,Phoebe,Quentin...,
CACI113QU,CACI,Quentin,"Alright! Alright! Hey, you're the boss.",
CACI114PH,CACI,Phoebe,"Quentin, come on.",
CACI115QU,CACI,Quentin,You're the boss!,
CACI116PH,CACI,Phoebe,I'm just saying that--,
CACI117QU,CACI,Quentin,LET'S DO IT YOUR WAY BOSS LADY THAT'S FINE!,
CACJ118RA,CACJ,Raz,"Hey, you guys are good.",
CACJ119QU,CACJ,Quentin,"Thanks, man. Hey, do you have a lighter? Cuz if you lit it and held it up right now, that would be rad.",
CACJ120PH,CACJ,Phoebe,And completely insensitive to me and my issues.,
CACJ121QU,CACJ,Quentin,"Oh, right! Right! Uh, never mind. I forgot about the whole ""fire bad"" thing for a moment.",
CACK122RA,CACK,Raz,Drum solo! Wooo!,
CACK123QU,CACK,Quentin,You heard the man.,
CACL124RA,CACL,Raz,"Hey, what's the name of the band?",
CACL125PH,CACL,Phoebe,The Firestarters!,
CACL126QU,CACL,Quentin,The Levitators.,
CACL127QU,CACL,Quentin,"Let's not fight in front of the fans, okay?",
CACL128PH,CACL,Phoebe,Let's not.,
CACM129QU,CACM,Quentin,Kitty... oh kitty...,
CACM130QU,CACM,Quentin,Girl...,
CACM131QU,CACM,Quentin,Oooohhh-ooohohhhhooo.,
CACM132QU,CACM,Quentin,Kitty!,
CACM133QU,CACM,Quentin,Kittay!,
CACM134QU,CACM,Quentin,"Kitty you so fine, girl.",
CACM135QU,CACM,Quentin,Yeah yeah yeah!,
CACM136PH,CACM,Phoebe,"Switch it up, Quentin. Come on.",
CACM137QU,CACM,Quentin,Ms. Bubai. Buuu-uuuu-uuuu-baaaiiiii!,
CACM138PH,CACM,Phoebe,"That's not even a song, dude.",
CACM139PH,CACM,Phoebe,That's like a weird slowjam.,
CACM140QU,CACM,Quentin,How about this?,
CACN141QU,CACN,Quentin,In the city.,
CACN142QU,CACN,Quentin,She's so pretty.,
CACN143QU,CACN,Quentin,It's a pity.,
CACN144QU,CACN,Quentin,This little ditty.,
CACN145QU,CACN,Quentin,My Itty Bitty.,
CACN146QU,CACN,Quentin,"Kitty, Kitty!",
CACN147QU,CACN,Quentin,My perfect fitty!,
CACN148QU,CACN,Quentin,Makes me all giddy!,
CACN149QU,CACN,Quentin,My oven mitty!,
CACN150QU,CACN,Quentin,I'll never quitty.,
CACN151QU,CACN,Quentin,So very witty!,
CACN152QU,CACN,Quentin,She got no zitty!,
CACN153QU,CACN,Quentin,"Soon, we'll go stitty!",
CAMM026RA,CAMM,Raz,That looks like fun.,
CAMM027CH,CAMM,Chloe,It's work. I'm testing a low-orbit spaceplane design.,
CAMN028RA,CAMN,Raz,How's the testing going?,
CAMN029CH,CAMN,Chloe,"Not now, Raz.",
CAMV001RA,CAMV,Raz,"Hey, did you hear that Coach?",
CAMV002RA,CAMV,Raz,I'm gonna get advanced training from Sasha Nein himself!,
CAMV003CO,CAMV,Coach,"Hey, hey! You stay away from that egghead, you hear me?",
CAMV004RA,CAMV,Raz,"Egghead? Permission to speak freely, sir.",
CAMV005CO,CAMV,Coach,"Denied. Listen, Private, those scientific jokers, they don't know what it really means to be a Psychonaut. It's about being in the field, not cooped up in some underground lab all day!",
CAMV006RA,CAMV,Raz,It's underground? Ah ha!,
CAMV007CO,CAMV,Coach,Don't even think it! That Brain Tumbler contraption of his will turn your mind to mush! I need that brain!,
CAMV008CO,CAMV,Coach,"I mean, YOU need that brain.",
CAMV009CO,CAMV,Coach,"Now, dismissed soldier. I've got some serious thinking to do. Lots of important planning!",
CAMW010RA,CAMW,Raz,What kind of planning?,
CAMW011CO,CAMW,Coach,Huh? What?,
CAMW012RA,CAMW,Raz,What kind of planning are you doing there? In your sleep?,
CAMW013CO,CAMW,Coach,"Hey, never assume a soldier is sleeping just because his eyes are closed.",
CAMW014CO,CAMW,Coach,Trust me. That tip could save your life someday.,
CAMW015RA,CAMW,Raz,But--,
CAMX017RA,CAMX,Raz,"Hey, Coach, will you teach me Telekinesis?",
CAMX018RA,CAMX,Raz,"Hey, Coach, what rank do I have to earn before I learn Clairvoyance?",
CAMX019RA,CAMX,Raz,"Hey, Coach, what's that radio do?",
CAMX020RA,CAMX,Raz,"Hey, Coach, how do I burn stuff?",
CAMX021RA,CAMX,Raz,"Hey, Coach, hypothetical question: do you guys teach head explosion?",
CAMX022RA,CAMX,Raz,"Hey, Coach, what did you do before you were a head coach?",
CAMX023RA,CAMX,Raz,"Hey, Coach, what's Milla Vodello really like?",
